Description,Analysis results,Description Translated,Description Cleaned Translated
"@HerveRojas @peladoarias Soy de Barcelona, llegué a Chile hace 16 años. Tenía 4 amigas chilenas. Fui una inmigrante afortunada, con ahorros, hablando el mismo idioma del país... Aún así, la inmigración tiene dificultades y si me pongo en la piel de una persona haitiana, siento una enorme vulnerabilidad",0,"@HerveRojas @peladoarias I am from Barcelona, ​​I arrived in Chile 16 years ago. I had 4 Chilean friends. I was a lucky immigrant, with savings, speaking the same language as the country... Still, immigration has difficulties and if I put myself in the shoes of a Haitian person, I feel enormous vulnerability","I am from Barcelona, ​​I arrived in Chile 16 years ago. I had 4 Chilean friends. I was a lucky immigrant, with savings, speaking the same language as the country. .. Still, immigration has difficulties and if I put myself in the shoes of a Haitian person, I feel enormous vulnerability"
"@ateaanonima @andres20ad Entiendo! Créeme. Yo soy un producto de la inmigración, y me parece injusto que para los inmigrantes blanquitos europeos no hay trabas, pero para el inmigrante moreno, negro, indígena, son puros llantos de escándalo. Me avergüenza el racismo de este país.",0,"@ateaanonima @andres20ad I understand! Believe me. I am a product of immigration, and it seems unfair to me that for white European immigrants there are no obstacles, but for brown, black, indigenous immigrants, they are pure cries of scandal. I am ashamed of the racism in this country.","I understand! Believe me. I am a product of immigration, and it seems unfair to me that for white European immigrants there are no obstacles, but for brown, black, indigenous immigrants, they are pure cries of scandal. I am ashamed of the racism in this country."
"Solo, si eres inmigrante, seguro se te salen las lágrimas con este video...
El reencuentro con lo que mas amas, es el mejor regalo de navidad para una familia.
#Navidad
https://t.co/Pd2Ug2GYiY",0,"Only, if you are an immigrant, you will surely cry with this video...
The reunion with what you love most is the best Christmas gift for a family.
#Christmas
https://t.co/Pd2Ug2GYiY","Only, if you are an immigrant, you will surely cry with this video. ..
The reunion with what you love most is the best Christmas gift for a family."
"@eltivipata Prefiero un inmigrante en patera luchando por su futuro, que ese español de pura cepa.",0,"@eltivipata I prefer an immigrant in a boat fighting for his future, than that pure-blooded Spaniard.","I prefer an immigrant in a boat fighting for his future, than that pure-blooded Spaniard."
"@MFilosofal Es un libro duro , sobre un muchacho inmigrante y gay , parece si no lo recuerdo mal autobiográfico ,pero  muy bien bien escrito . No es el típico libro para recomendar a la ligera . Pero pienso que a ti te gustaría . Si te animas ya me comentas .",0,"@MFilosofal It is a hard book, about an immigrant and gay boy, it seems if I remember it correctly autobiographical, but very well written. It is not the typical book to recommend lightly. But I think you would like it. If you dare, tell me.","It is a hard book, about an immigrant and gay boy, it seems if I remember correctly autobiographical, but very well written. It is not the typical book to recommend lightly. But I think you would like it. If you dare, tell me."
"Escribió Isaac Asimov (inmigrante Ruso Judío nacionalizado norteamericano ) en su obra magna ""Historia de Estados Unidos"" (4º tomo) que sus ciudadanos, norteamericanos,  ""son los más libres del mundo"".
Describe ese momento, 1880, como el de mayor libertad individual en el mundo.",0,"Isaac Asimov (a naturalized American Russian Jewish immigrant) wrote in his magnum opus ""History of the United States"" (4th volume) that its citizens, North Americans, ""are the freest in the world.""
He describes that time, 1880, as the time of greatest individual freedom in the world.","Isac Asimov (Russian Jewish immigrant naturalized from North America) wrote in his magnum opus ""History of the United States"" (4th volume) that its citizens, North Americans, ""are the freest in the world.""
He describes that time, 1880, as the time of greatest individual freedom in the world."
Trasladan al puerto de Algeciras a siete personas rescatadas de una patera en el Estrecho https://t.co/zV7u6AHuOC https://t.co/GoiJACNOLX,0,Seven people rescued from a boat in the Strait are transferred to the port of Algeciras https://t.co/zV7u6AHuOC https://t.co/GoiJACNOLX,Seven people rescued from a boat in the Strait are transferred to the port of Algeciras
"De quién hay que defender España? Del nigeriano que gana 4 euros en el top manta, o del inmigrante que va al campo a hacer el trabajo que nadie quiere? A lo mejor, habría que defender a España de los usureros, de los banqueros, de los que te desahucian... 
https://t.co/jCN0AUW9dk",0,"From whom must Spain be defended? From the Nigerian who earns 4 euros at the top manta, or from the immigrant who goes to the countryside to do the job that no one wants? Maybe we should defend Spain from usurers, from bankers, from those who evict you...
https://t.co/jCN0AUW9dk","From whom must Spain be defended? From the Nigerian who earns 4 euros at the top manta, or from the immigrant who goes to the countryside to do the job that no one wants? Maybe we should defend Spain from the usurers, from the bankers, from those who evict you. .."
"@elikitty_33 Te lo puedo decir yo como inmigrante venezolano... Jamás en mis 36 años pensé en irme de venezuela, siempre trabaje y logré toda la estabilidad material que quise, Venezuela siempre fue un país de oportunidades... Cuando salí, es arrecho desenvolverse pero se logra!",0,"@elikitty_33 I can tell you as a Venezuelan immigrant... Never in my 36 years did I think about leaving Venezuela, I always worked and achieved all the material stability I wanted, Venezuela was always a country of opportunities... When I left, it was amazing unwrapped but it is achieved!","I can tell you as a Venezuelan immigrant. .. Never in my 36 years did I think about leaving Venezuela, I always worked and achieved all the material stability I wanted, Venezuela was always a country of opportunities. .. When I came out, it is hard to navigate but it is possible!"
"@ElKrakenChile Siempre después la calle queda sucia y no tiene que ver con ningún inmigrante, cuando éramos solo chilenos todo era igual",0,"@ElKrakenChile The street always remains dirty afterwards and has nothing to do with any immigrant, when we were just Chileans everything was the same","Always afterwards the street remains dirty and has nothing to do with any immigrants, when we were only Chileans everything was the same"
"@CorajeTaringero Ajá, ¿y desde cuándo defender al inmigrante es de zurdo? Los inmigrantes que vienen a nuestro país son más honrados y trabajadores que los argentinos, un buen ejemplo de eso son los senegaleses.",0,"@CorajeTaringero Aha, and since when is defending the immigrant left-handed? The immigrants who come to our country are more honest and hardworking than the Argentinians, a good example of that is the Senegalese.","Aha, and since when is defending the immigrant left-handed? The immigrants who come to our country are more honest and hardworking than the Argentinians, a good example of that is the Senegalese."
"@Ely___O Y qué chucha importa si es trans o no, si es inmigrante?, si es mujer o hombre?, dejen de desviar el foco wn. Eso no es lo que importa realmente, qué chucha tiene que ver eso con DEFENDERLO, amika please.",0,"@Ely___O And what the hell does it matter if you are trans or not, if you are an immigrant?, if you are a woman or a man?, stop diverting the focus wn. That's not what really matters, what the hell does that have to do with DEFENDING HIM, amika please.","And what the hell does it matter if you are trans or not, if you are an immigrant? If you are a woman or a man? Stop diverting the focus. That's not what really matters, what the hell does that have to do with DEFENDING HIM, amika please."
"@Mara67092723 @MPPERSONAL2 @JRhodesPianist No, no tengo nadie aquí. Soy inmigrante. No cobro nada. Cruz roja me da alimentos y la iglesia del barrio colabora con lo que puede. No tenemos agua  caliente. Mi hija va a casa de los vecino a ducharse y me han dado su clave wifi para poder tener contacto con mi familia.",0,"@Mara67092723 @MPPERSONAL2 @JRhodesPianist No, I don't have anyone here. I am an immigrant. I don't charge anything. The Red Cross gives me food and the neighborhood church collaborates with what it can. We don't have hot water. My daughter goes to the neighbor's house to take a shower and they have given me her Wi-Fi password so I can have contact with my family.","No, I don't have anyone here. I am an immigrant. I don't charge anything. The Red Cross gives me food and the neighborhood church collaborates with what it can. We don't have hot water. My daughter goes to the neighbor's house to take a shower and they have given me her Wi-Fi password so I can have contact with my family."
"«Como una inmigrante que no conocía prácticamente el idioma y cuyo agresor tenía el control total de su documentación, para mi madre nunca fue una opción pedir ayuda a la policía». vía @Afrofeminas https://t.co/0ZD8jZ4g5l",0,"""As an immigrant who knew virtually no language and whose attacker had complete control of her documentation, it was never an option for my mother to ask the police for help."" via @Afrofeminas https://t.co/0ZD8jZ4g5l","""As an immigrant who knew virtually no language and whose attacker had complete control of her documentation, it was never an option for my mother to ask the police for help."" via"
"Trabajadores de @salvamentogob han rescatado momentos antes de la Nochebuena a 40 personas migrantes de origen subsahariano de una patera cuando navegaban en el mar de #Alborán.

https://t.co/lTJ4ym9xqK

#MásManosMásVidas
#NoMásRecortesEnSasemar
#SalvamentoPúblicoyCivil",0,"Moments before Christmas Eve, @salvamentogob workers rescued 40 migrants of sub-Saharan origin from a boat when they were sailing in the #Alborán Sea.

https://t.co/lTJ4ym9xqK

#MoreHandsMoreLives
#NoMoreCutsInSasemar
#PublicandCivilRescue","Moments before Christmas Eve, workers rescued 40 migrants of sub-Saharan origin from a boat when they were sailing in the sea."
"Trabajadores de @salvamentogob auxilian a 7 personas migrantes en una patera en el estrecho de #Gibraltar. 

https://t.co/zRDHz98fW1

#MásManosMásVidas
#NoMásRecortesEnSasemar
#SalvamentoPúblicoyCivil",0,"@salvamentogob workers help 7 migrants on a boat in the Strait of #Gibraltar.

https://t.co/zRDHz98fW1

#MoreHandsMoreLives
#NoMoreCutsInSasemar
#PublicandCivilRescue",Workers help 7 migrants on a boat in the Strait of.
"Muere uno de las personas migrantes hospitalizadas en #Motril tras ser rescatadas de la patera en Nochebuena.
Con esta muerte se elevarían a 5 las fallecidas.

https://t.co/cWl4BkKNaN

#MásManosMásVidas
#NoMásRecortesEnSasemar
#SalvamentoPúblicoyCivil",0,"One of the migrants hospitalized in #Motril dies after being rescued from the boat on Christmas Eve.
With this death the death toll would rise to 5.

https://t.co/cWl4BkKNaN

#MoreHandsMoreLives
#NoMoreCutsInSasemar
#PublicandCivilRescue","One of the migrants hospitalized dies after being rescued from the boat on Christmas Eve.
With this death the death toll would rise to 5."
"Trasladadas hasta #Algeciras 33 personas migrantes rescatas cuando viajaban a bordo de una patera. Entre ellas hay un niño. 

https://t.co/5ok8cCfFLg

#MásManosMásVidas
#NoMásRecortesEnSasemar
#SalvamentoPúblicoyCivil",0,"Transferred to #Algeciras 33 migrants rescued when they were traveling aboard a boat. Among them there is a child.

https://t.co/5ok8cCfFLg

#MoreHandsMoreLives
#NoMoreCutsInSasemar
#PublicandCivilRescue",Up to 33 migrants rescued while traveling aboard a boat were transferred. Among them there is a child.
"4 personas migrantes fallecidas y 39 rescatadas de patera en aguas de #Motril (#Granada).

https://t.co/FLY8cVnF0D

#MásManosMásVidas
#NoMásRecortesEnSasemar
#SalvamentoPúblicoyCivil",0,"4 migrants died and 39 rescued from a boat in the waters of #Motril (#Granada).

https://t.co/FLY8cVnF0D

#MoreHandsMoreLives
#NoMoreCutsInSasemar
#PublicandCivilRescue",4 migrants died and 39 rescued from a boat in the waters of ().
La Guardia Civil intercepta una patera con 5 inmigrantes en la Costa de #Granada https://t.co/yQsFx1KHHQ,0,The Civil Guard intercepts a boat with 5 immigrants on the Coast of #Granada https://t.co/yQsFx1KHHQ,The Civil Guard intercepts a boat with 5 immigrants on the Coast of
@Jowel35 Eso no es nada. Imagina que te cae grava encima y pierdes un pico de Diamante y 200 menas de hierro. Usted no sabe lo que es sufrir.,0,@Jowel35 That's nothing. Imagine that gravel falls on you and you lose a Diamond pickaxe and 200 iron ores. You don't know what it's like to suffer.,That's nothing. Imagine that gravel falls on you and you lose a Diamond pickaxe and 200 iron ores. You don't know what it's like to suffer.
"Rescatadas siete personas de un patera en el Estrecho en Navidad
https://t.co/KX84iREKCy
#migrantes #estrechogibraltar #Navidad https://t.co/nDZ5jUm0n5",0,"Seven people rescued from a boat in the Strait at Christmas
https://t.co/KX84iREKCy
#migrants #straitgibraltar #Christmas https://t.co/nDZ5jUm0n5",Seven people rescued from a boat in the Strait at Christmas
"@Nydiapaz67 @Leviata02126425 @KIARAELEROY1 Se escribe ""dísela"". El inmigrante Europeo o en general de aquella época, no accedía a los beneficios sociales que acceden los actuales , ni menos, eran considerados de mayor vulnerabilidad que un pobre chileno, por no tener redes de apoyo.",0,"@Nydiapaz67 @Leviata02126425 @KIARAELEROY1 It is written ""tell it."" The European immigrant or immigrant in general at that time did not have access to the social benefits that current immigrants have access to, nor were they considered more vulnerable than a poor Chilean, for not having support networks.","It is written ""dísela"". The European immigrant or immigrant in general at that time did not have access to the social benefits that current immigrants have access to, nor were they considered more vulnerable than a poor Chilean, for not having support networks."
Llega una patera de madrugada con 32 migrantes a bordo via @FTVHoy https://t.co/KzNZqaY7V8,0,A boat arrives at dawn with 32 migrants on board via @FTVHoy https://t.co/KzNZqaY7V8,A boat arrives at dawn with 32 migrants on board via
"@jordiPuignero Verdadera libertad es decirle a una mujer inmigrante trabajadora en qué idioma tiene que hablar.

No sois más antiguos y rancios porque seríais amebas",0,"@jordiPuignero True freedom is telling a working immigrant woman what language she has to speak.

You are not older and stale because you would be amoebas","True freedom is telling a working immigrant woman what language she has to speak.
You are not older and stale because you would be amoebas"
"@natalia_velilla @raulmtt Así es... no hay mas q ver cualquier rico futbolista; misma, piel, raza, religión q un inmigrante pobre, del campo. Y el trato q reciben no es el mismo. Pero los camellos; cualquiera podríamos serlo (pq hay consumidores) y sin embargo no es así¡",0,"@natalia_velilla @raulmtt That's right... all you have to do is look at any rich footballer; same skin, race, religion as a poor immigrant from the countryside. And the treatment they receive is not the same. But the camels; Any of us could be (because there are consumers) and yet it is not like that!","That's how it is. .. there is nothing more to see than any rich footballer; same skin, race, religion as a poor immigrant from the countryside. And the treatment they receive is not the same. But the camels; Any of us could be (because there are consumers) and yet it is not like that!"
#CaféConCamila | Inmigrante argentina sorprende aromatizando casas de celebridades. Por @camila_mendoza https://t.co/QJJ9GMD26G,0,#CaféConCamila | Argentine immigrant surprises by scenting celebrity homes. By @camila_mendoza https://t.co/QJJ9GMD26G,| Argentine immigrant surprises by scenting celebrity homes. By
Trasladan al puerto de Algeciras (#Cádiz) a siete personas rescatadas de una patera en el Estrecho https://t.co/vXUGzCoeS0,0,Seven people rescued from a boat in the Strait are transferred to the port of Algeciras (#Cádiz) https://t.co/vXUGzCoeS0,Seven people rescued from a boat in the Strait are transferred to the port of Algeciras ()
"@missymml Vecino cotizando desde los 19 años,tiene 57,no vino en patera, la vida no le fue bien, pero para el sistema es un apestado social sin derecho a ningún tipo de ayudas mientras las administraciones se vuelcan en ayudas a la inmigración. Con lo sencillo que es repartir para todos...",0,"@missyml Neighbor who has been contributing since he was 19, he is 57, he did not come in a boat, life did not go well for him, but for the system he is a social pest without the right to any type of aid while the administrations focus on aid for immigration. With how easy it is to distribute to everyone...","A neighbor who has been contributing since he was 19, he is 57, he did not come in a boat, life did not go well for him, but for the system he is a social pest without the right to any type of aid while the administrations focus on aid for immigration. With how easy it is to distribute for everyone. .."
"ser de vox implica declararle la guerra al aborto y ""defender la vida"" y plantar una bomba en un centro de menas
nunca os olvidéis por favor no sabéis el mal común que puede crear vuestra ignorancia",0,"Being from Vox means declaring war on abortion and ""defending life"" and planting a bomb in a menas center
Please never forget, you do not know the common evil that your ignorance can create.","Being from Vox means declaring war on abortion and ""defending life"" and planting a bomb in a menas center
Please never forget, you do not know the common evil that your ignorance can create."
"«Estamos todos en el mismo mar, pero unos van en yate, otros en ferry, otros en patera», no conocía a Michael Sandel. La frase esa de ‘soy lo que me queda por aprender’ la quiero en camiseta ya #Ignoranta 😍 https://t.co/MHKitB2ucT",0,"""We are all on the same sea, but some go by yacht, others by ferry, others by boat,"" he did not know Michael Sandel. I want the phrase 'I am what I have left to learn' on a t-shirt now #Ignoranta 😍 https://t.co/MHKitB2ucT","""We are all on the same sea, but some go by yacht, others by ferry, others by boat,"" he did not know Michael Sandel. I want the phrase 'I am what I have left to learn' on a t-shirt now 😍"
"Estoy hablando con una inmigrante China con familiares allá y me esta contando cosas re fuertes sobre la ley de los hijos y el aborto, porfa que ganas de llorar",0,"I'm talking to a Chinese immigrant with relatives there and she's telling me really strong things about the law on children and abortion, please, I feel like crying.","I'm talking to a Chinese immigrant with relatives there and she's telling me really strong things about the law on children and abortion, please, I feel like crying."
"@abc_es El Cid fue un inmigrante gay turco. Sí hubiese vivido ahora, habría inventado la vacuna. #FuckVox",0,"@abc_es El Cid was a gay Turkish immigrant. If he had lived now, he would have invented the vaccine. #FuckVox","El Cid was a gay Turkish immigrant. If he had lived now, he would have invented the vaccine."
El investigador : turco e inmigrante a Alemania Ugur Sahin. https://t.co/yy8BHdHMDP,0,The researcher: Turkish and immigrant to Germany Ugur Sahin. https://t.co/yy8BHdHMDP,The researcher: Turkish and immigrant to Germany Ugur Sahin.
"Y sinceramente un acto vale maaaas que mil palabras, sean buenas vibras, que lo bueno y lo malo la vida se los regresa.
Menas noches.",0,"And honestly, an act is worth more than a thousand words, be it good vibes, that life returns the good and the bad.
Few nights.","And honestly, an act is worth a thousand words, be it good vibes, that life returns the good and the bad.
Few nights."
"Ño mimor... ño estoy triste por ti ~ /Susurra dejando más besitos de menas noches.
Te amo... 💙 https://t.co/Gnv45wnbIw",0,"No honey... no I'm sad for you ~ /Whispers leaving more nightly kisses.
I love you... 💙 https://t.co/Gnv45wnbIw","No mimor. .. I'm not sad for you ~ / she whispers, leaving more nightly kisses.
I love you. .. 💙"
Sorry Baby ☹️☹️☹️ /llenando de besitos de menas noches. https://t.co/H2RLIu1uRC,0,Sorry Baby ☹️☹️☹️ /filling you with kisses of many nights. https://t.co/H2RLIu1uRC,Sorry Baby ☹️☹️☹️ /filling you with kisses of many nights.
"En @univisionNY 41 | A pesar de la lluvia y los fuertes vientos, seguimos nuestra tradición de soldados y Santa repartiendo juguetes - y ahora PPE 😷 - a nuestra comunidad inmigrante de #StatenIsland. ✊🏽❤️ https://t.co/eqlnTssTET via @Anamalaespina",0,"At @univisionNY 41 | Despite the rain and strong winds, we continued our tradition of soldiers and Santa handing out toys - and now PPE 😷 - to our #StatenIsland immigrant community. ✊🏽❤️ https://t.co/eqlnTssTET via @Anamalaespina","In 41 | Despite the rain and strong winds, we continued our tradition of soldiers and Santa handing out toys - and now PPE 😷 - to our immigrant community. ✊🏽❤️ via"
"Vegetta quemando 3 diamantes cuando han picado 2 menas con Fortuna 2 JASHDJDHJS enfin

Y tienen 1 solo diamante en los cofres
enfin, la suerte que tienen con los encantamientos son el 2020 personificado en hechizos minecraftianos",0,"Vegetta burning 3 diamonds when they have chopped 2 ores with Fortune 2 JASHDJDHJS anyway

And they have only 1 diamond in the chests
Anyway, the luck they have with enchantments is 2020 personified in Minecraft spells","Vegetta burning 3 diamonds when they have chopped 2 ores with Fortune 2 JASHDJDHJS anyway
And they have only 1 diamond in the chests
Anyway, the luck they have with enchantments is 2020 personified in Minecraft spells"
"@MonedadeCobre Soy venezolano y conozco mucho chileno que vino a mi país en tiempos difíciles en tu país,  acá en Venezuela el inmigrante siempre fue recibido con los brazos abiertos, nunca recibieron malos tratos y se consideraron como hermanos.",0,"@MonedadeCobre I am Venezuelan and I know many Chileans who came to my country in difficult times in your country, here in Venezuela the immigrant was always received with open arms, they never received mistreatment and they considered each other as brothers.","I am Venezuelan and I know many Chileans who came to my country during difficult times in your country. Here in Venezuela, immigrants were always received with open arms, they were never mistreated and they considered each other as brothers."
"@1retrovisor Sabían que Lynda Carter, uno de los  iconos más sobresalientes de la cultura estadounidense es de sangre  Mexicana? 

Lynda Jean Cordova Carter es hija de  Juanita Córdova, una inmigrante #mexicana #chihuahua que llegó, junto a Lynda, a Estados Unidos en 1961.",0,"@1retrovisor Did you know that Lynda Carter, one of the most outstanding icons of American culture, is of Mexican blood?

Lynda Jean Cordova Carter is the daughter of Juanita Córdova, a #Mexican #Chihuahua immigrant who arrived, along with Lynda, to the United States in 1961.","Did you know that Lynda Carter, one of the most outstanding icons of American culture, is of Mexican blood?
Lynda Jean Cordova Carter is the daughter of Juanita Córdova, an immigrant who arrived, along with Lynda, to the United States in 1961."
"Tu pais no lo cagaron ni los #haitianos ni ningun inmigrante, racista reculiao.

Levanta la vista y sacate el pico del ojo",0,"Your country was not screwed up by #Haitians or any immigrant, you racist racist.

Look up and take the beak out of your eye","Your country was not screwed up by any of the immigrants, you racist racists.
Look up and take the beak out of your eye"
"@venegas_marisel Los ignorantes dicen: “Si viene de Haití es un pobre inmigrante, pero si viene de EEUU o de Europa es un inversionista” Soberana wea!!!!
Somos todo inmigrantes en una tierra que históricamente ha sido de los Pueblos originarios ....
#RespetoALosInmigrantes 
#RenunciaPiñeraCTM",0,"@venegas_marisel The ignorant people say: “If he comes from Haiti he is a poor immigrant, but if he comes from the US or Europe he is an investor” Sovereign wea!!!!
We are all immigrants in a land that has historically belonged to the indigenous peoples....
#RespectImmigrants
#RenunciaPiñeraCTM","The ignorant say: “If you come from Haiti you are a poor immigrant, but if you come from the US or Europe you are an investor” Sovereign wea!!!!
We are all immigrants in a land that has historically belonged to the indigenous peoples. .. ."
"Los bomberos participan, con el apoyo del 061, en el rescate de un inmigrante que esta noche ha llegado a #Melilla con dos personas más a bordo de una lancha rápida que ha huido tras dejarlos. https://t.co/Nl1GuFyGm9",0,"Firefighters participate, with the support of 061, in the rescue of an immigrant who arrived in #Melilla tonight with two more people aboard a speedboat that fled after leaving them. https://t.co/Nl1GuFyGm9","Firefighters participate, with the support of 061, in the rescue of an immigrant who arrived tonight with two more people aboard a speedboat that fled after leaving them."
"¡Qué suerte hay que tener al nacer! cantaba Skape. La juventud española lo tiene difícil. Más o menos según su origen. Pero esta juventud mucho más. #TresCantos ""Horas antes de montarme en la patera lloré ... pensando en mi madre"" https://t.co/KPrrNyUtHy a través de @eldiarioes",0,"How lucky one must be to be born! Skape sang. Spanish youth have it difficult. More or less depending on its origin. But this youth much more. #TresCantos ""Hours before getting on the boat I cried... thinking about my mother"" https://t.co/KPrrNyUtHy via @eldiarioes","How lucky one must be to be born! Skape sang. Spanish youth have it difficult. More or less depending on its origin. But this youth much more. ""Hours before getting on the boat I cried... thinking about my mother"" via"
Me encanta que sea una mujer inmigrante la que está detrás de una de las vacunas exitosas contra el Covid. https://t.co/5mjmbKu8wl,0,I love that it is an immigrant woman who is behind one of the successful vaccines against Covid. https://t.co/5mjmbKu8wl,I love that it is an immigrant woman who is behind one of the successful vaccines against Covid.
"La inmigrante desprestigiada que ha hecho posible las vacunas contra la covid-19

https://t.co/yq8qbsjll6",0,"The discredited immigrant who has made vaccines against covid-19 possible

https://t.co/yq8qbsjll6",The discredited immigrant who has made vaccines against covid-19 possible
"@SunkissedMelan3 para empezar no la odio, simplemente no me cae bien. por reírse del acento de alguien más cuando esa persona estaba trabajando en un país que no sabe hablar bien el idioma (como cualquier inmigrante) y obviamente faltarle el respeto y subirlo hasta en una historia de ig.",0,"@SunkissedMelan3 I don't hate her to begin with, I just don't like her. for laughing at someone else's accent when that person was working in a country that doesn't know how to speak the language well (like any immigrant) and obviously disrespecting them and uploading it even in an ig story.","I don't hate her to begin with, I just don't like her. for laughing at someone else's accent when that person was working in a country that doesn't know how to speak the language well (like any immigrant) and obviously disrespecting them and uploading it even in an ig story."
"@PedroA3K @AliciaG82944247 @Hgtnf La que no debería existir es la diferencia entre inmigrante, refugiado y español.",0,"@PedroA3K @AliciaG82944247 @Hgtnf What should not exist is the difference between immigrant, refugee and Spanish.","What should not exist is the difference between immigrant, refugee and Spanish."
"Érase una vez en Francia, de Nury y Vallée.
El tebeo nos acerca la vida de Joseph Joanovici, inmigrante judío chatarrero que llegó a Francia en período de entreguerras y que hizo un imperio jugando a dos bandas durante la invasión nazi. Historión y dibujazo. Una Maravilla.
10/10. https://t.co/MpFNQ7SrSY",0,"Once upon a time in France, by Nury and Vallée.
The comic brings us closer to the life of Joseph Joanovici, a Jewish scrap metal immigrant who arrived in France in the interwar period and who built an empire playing both sides during the Nazi invasion. History and drawing. A marvel.
10/10. https://t.co/MpFNQ7SrSY","Once upon a time in France, by Nury and Vallée.
The comic brings us closer to the life of Joseph Joanovici, a Jewish scrap metal immigrant who arrived in France in the interwar period and who built an empire playing both sides during the Nazi invasion. History and drawing. A marvel.
10/10."
"El mensaje de odio al inmigrante que se ha insinuado hoy en Cuarto Milenio ha sido nauseabundo. Sino llega a ser por @lularoal desmontando fantasías de los de siempre, sería insultante. 
Desinformando, creando alarmismo y fomentando el odio.",0,"The message of hate towards immigrants that has been insinuated today in Cuarto Milenio has been nauseating. If it weren't for @lularoal dismantling the usual fantasies, it would be insulting.
Misinforming, creating alarmism and promoting hatred.","The message of hate towards immigrants that has been insinuated today in Cuarto Milenio has been nauseating. If it were not for dismantling the usual fantasies, it would be insulting.
Misinforming, creating alarmism and promoting hatred."
La inmigrante desprestigiada que ha hecho posible las vacunas contra la covid-19 https://t.co/6cnikFOfr9,0,The discredited immigrant who has made vaccines against covid-19 possible https://t.co/6cnikFOfr9,The discredited immigrant who has made vaccines against covid-19 possible
"""Un día me llamaron y me dijeron: ‘Esta noche nos vamos’. Fue todo muy precipitado. No quise decir nada a mis padres ni a mi hermana, porque me habrían impedido irme, saben que mucha gente muere en el mar"". 

https://t.co/GU6SNe4t17

#MásManosMásVidas",0,"""One day they called me and told me: 'Tonight we're leaving.' It was all very hasty. I didn't want to say anything to my parents or my sister, because they would have prevented me from leaving, they know that many people die at sea.""

https://t.co/GU6SNe4t17

#MoreHandsMoreLives","""One day they called me and told me: 'Tonight we're leaving.' It was all very hasty. I didn't want to say anything to my parents or my sister, because they would have prevented me from leaving, they know that many people die at sea."""
"@navedelmisterio Felicitaciones, tú también con esta basura. De qué sirve estudiar, tener tantos libros, y luego caer en esta paranoia conspirativa que solo sirve para identificar al inmigrante como el enemigo. Qué decepción Iker.",0,"@navedelmisterio Congratulations, you too with this garbage. What's the point of studying, having so many books, and then falling into this conspiratorial paranoia that only serves to identify the immigrant as the enemy. What a disappointment Iker.","Congratulations, you too with this garbage. What's the point of studying, having so many books, and then falling into this conspiratorial paranoia that only serves to identify the immigrant as the enemy. What a disappointment Iker."
"perdón llegó hora d decirlo, estoy harta d gente europea opinando mal sobre temas d sudamérica.
como inmigrante a españa, la cantidad d ignorancia cargada d complejo d superioridad q soporto día a día m tiene hasta los huevos.",0,"Sorry, it's time to say it, I'm tired of European people giving bad opinions on South American issues.
As an immigrant to Spain, the amount of ignorance fraught with a superiority complex that I endure day after day is overwhelming.","Sorry, it's time to say it, I'm tired of European people giving bad opinions on South American issues.
As an immigrant to Spain, the amount of ignorance fraught with a superiority complex that I endure day after day is overwhelming."
"@SeixoDani Soy inmigrante, y te prometo que estoy de acuerdo con Gaona, de hecho si fuese musulmana y africana y quisiera vivir mejor me iría a un pais rico como los cualquiera de los más de 120 islámicos.",0,"@SeixoDani I am an immigrant, and I promise you that I agree with Gaona, in fact if I were Muslim and African and wanted to live better I would go to a rich country like any of the more than 120 Islamic countries.","I am an immigrant, and I promise you that I agree with Gaona, in fact if I were Muslim and African and wanted to live better I would go to a rich country like any of the more than 120 Islamic countries."
"@PepOrs De qué prejuicios hablas? Yo hablo de una persona que no había oído hablar catalán en su vida y cuando vino aquí se apuntó a clases y lo escribía mejor que tú. 
Vamos a ver, ignorante: alguien que viene aquí es un INmigrante

Y horas para aprender catalán las tienes. Deja Twitter",0,"@PepOrs What prejudices are you talking about? I'm talking about a person who had never heard Catalan spoken in his life and when he came here he signed up for classes and wrote it better than you.
Let's see, ignorant: someone who comes here is an IMmigrant

And you have hours to learn Catalan. Leave Twitter","What prejudices are you talking about? I'm talking about a person who had never heard Catalan spoken in his life and when he came here he signed up for classes and wrote it better than you.
Let's see, ignorant: someone who comes here is an IMmigrant
And you have hours to learn Catalan. Leave Twitter"
"Me gustaría que la Sra. Lucila supiese la cantidad de trámites, papeles, permisos, certificados, abogados, dinero, etcetc que cualquier inmigrante sudamericano (Muchos con sangre española) tiene que pasar para ser legal en España.
#CuartoMilenio @navedelmisterio @doctorgaona",0,"I would like Mrs. Lucila to know the amount of procedures, papers, permits, certificates, lawyers, money, etc. that any South American immigrant (Many with Spanish blood) has to go through to be legal in Spain.
#CuartoMilenio @navedelmisterio @doctorgaona","I would like Mrs. Lucila to know the amount of procedures, papers, permits, certificates, lawyers, money, etc. that any South American immigrant (Many with Spanish blood) has to go through to be legal in Spain."
Nos vamos a quedar sin pensiones porque los marroquíes vienen en patera. Enrique de Vicente. ¿Cómo te quedas? #CuartoMilenio https://t.co/xMWvhyLfhO,0,We are going to be left without pensions because the Moroccans come in boats. Enrique de Vicente. How are you staying? #CuartoMilenio https://t.co/xMWvhyLfhO,We are going to be left without pensions because the Moroccans come in boats. Enrique de Vicente. How are you staying?
